,date,username,tweet,hashtags
74,2022-12-30 06:30:31,HeidiPea33,KUHP merupakan dasar hukum yang modern #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/4ZP9RCJ3vK,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
75,2022-12-30 06:30:31,HeidiPea33,KUHP baru bawa Indonesia ke paradigma modern hukum pidana #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/pm9PPW7fI6,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
76,2022-12-30 06:30:30,HeidiPea33,KUHP merupakan dasar hukum modern milik Indonesia #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/WMmZOfHfNY,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
77,2022-12-30 06:30:29,HeidiPea33,KUHP untuk kepentingan rakyat #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/zybnF5ZpZv,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
78,2022-12-30 06:30:28,HeidiPea33,Pengesahan KUHP merupakan wujud manifestasi reformasi hukum #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/SLmurvXglD,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
79,2022-12-30 06:30:28,HeidiPea33,Mantap KUHP disahkan #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/J10cSUaGas,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
80,2022-12-30 06:30:27,HeidiPea33,KUHP untuk masyarakat #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/xZRWqaBsx2,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
81,2022-12-30 06:30:26,nkribersatu6,Pengesahan RUU KUHP sempurnakan tata Regulasi hukum #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/cqrhi9qDwb,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
82,2022-12-30 06:30:26,nkribersatu6,Dukung KUHP baru harapan ditengah ketidak pastian penegak hukum pidana #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/VR6299QLWf,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
83,2022-12-30 06:30:26,nkribersatu6,KUHP baru sudah tepat #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/EC2Nu9WuGQ,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
84,2022-12-30 06:30:25,HeidiPea33,KUHP untuk kepentingan rakyat #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/NVEE6Vo0ns,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
85,2022-12-30 06:30:24,nkribersatu6,"Lanjutkan RKUHP.. mantap KUHP untuk kemajuan indonesia, RKUHP untuk keadilan #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/d0OcjPs8kn","['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
86,2022-12-30 06:30:23,nkribersatu6,RUU KUHP untuk kepentingan rakyat #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/UdxH6H3xTQ,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
87,2022-12-30 06:30:22,nkribersatu6,Mantap orang orang hebat sudah membuat KUHP dengan tepat #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/mZt5lEOu2v,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
88,2022-12-30 06:30:21,nkribersatu6,RUU KUHP Yang dirancang dan dijadikan uu kuhp menjadi kebangkitan indonesia maju #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/waFMQEXHmD,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
89,2022-12-30 06:29:33,penasultra_id,"Dibuang dari UU Pers, Dipungut Masuk dalam KUHP  https://t.co/1u7ovgcbk8 @  https://t.co/yZ0U6eDDv1  https://t.co/CVovFUkgWu",[]
90,2022-12-30 06:27:01,penasultra_id,"Dibuang dari UU Pers, Dipungut Masuk dalam KUHP  https://t.co/1u7ovgcJ9G",[]
91,2022-12-30 06:26:20,ricko_liquid,Pasal-pasal KUHP lebih kekinian mengikuti perkembangan #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/8oFSyKsd5r,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
92,2022-12-30 06:26:20,ricko_liquid,KUHP momentum bersejarah hukum dalam kehidupan bermasyarakat #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/XL2oSARIK8,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
93,2022-12-30 06:24:15,GanafMarc,"@KhucingGendut Ga ada masalah, sepanjang disampaikan sesuai jalurnya. Tdk ada yg memaksa semua dilakukan dgn lobi di DPR dan pemerintahan.  Sdh lama berlangsung seperti itu, kompenipun bnyak mengambil unsur adat istiadat dan agama saat membuat KUHP.",[]
94,2022-12-30 06:20:20,indo_pejuang,"pengesahan KUHP mantap, indonesia semakin maju, RKUHP untuk keadilan #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/mxEjJNTEI0","['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
95,2022-12-30 06:20:19,indo_pejuang,Dukung Pengesahan KUHP #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/9mOcPGI51q,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
96,2022-12-30 06:20:19,indo_pejuang,perubahan KUHP wujudkan Negara hukum demokratis! #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/7ZGaz6M1l6,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
97,2022-12-30 06:20:19,indo_pejuang,"Pengesahan KUHP tepat untuk keadilan, RKUHP untuk keadilan #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/A7GwfzWFjm","['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
98,2022-12-30 06:20:17,indo_pejuang,"Pengesahan KUHP tepat untuk keadilan, RKUHP untuk keadilan #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/EiWnWCOBqS","['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
99,2022-12-30 06:20:17,indo_pejuang,"ini mantap, pengesahan KUHP merupakan wujud manifestasi reformasi hukum #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/RG7mktcki6","['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
100,2022-12-30 06:20:15,indo_pejuang,kata MUI KUHP lindungi moral bangsa! #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/brCiXTnu3E,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
101,2022-12-30 06:20:14,indo_pejuang,"hukum indonesia semakin demokratis dengan KUHP, RKUHP untuk keadilan #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/8yGqIDa2L9","['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
102,2022-12-30 06:20:14,indo_pejuang,"mantap KUHP untuk kemajuan indonesia, RKUHP untuk keadilan #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/KLEWaF0gUH","['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
103,2022-12-30 06:20:13,indo_pejuang,perubahan KUHP wujudkan Negara hukum demokratis! #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/2BNfvPG1F2,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
104,2022-12-30 06:20:13,indo_pejuang,KUHP Baru Beri Perlindungan Hak Beragama &amp; Berkeyakinan #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/ZUEYGiOTJA,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
105,2022-12-30 06:20:11,indo_pejuang,kata MUI KUHP lindungi moral bangsa! #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/upB10t3TUE,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
106,2022-12-30 06:20:11,indo_pejuang,Dukung pengesahan KUHP #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/en41TPBa4t,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
107,2022-12-30 06:20:09,indo_pejuang,KUHP yang baru punya keunggulan muatan keseimbangan! #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/jlNRVxbLFL,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
108,2022-12-30 06:20:09,indo_pejuang,KUHP yang baru punya keunggulan muatan keseimbangan! #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/w4E8gEoVYq,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
109,2022-12-30 06:20:09,indo_pejuang,KUHP demi kebaikan bersama. #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/Hc9Vusn5tQ,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
110,2022-12-30 06:20:09,indo_pejuang,KUHP dalam rangka menjadikan indonesia sebagai negara hukum yang demokr #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/5UfDXvV0nE,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
111,2022-12-30 06:19:30,zesyzainab,"@PolJokesID gangerti lagi anjenk, kena uu KUHP gimana loch",[]
112,2022-12-30 06:16:25,Brotosembilang,Pengesahan KUHP justru demi menjaga keadaan berdemokrasi #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/BMHLssMMS1,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
113,2022-12-30 06:16:24,Brotosembilang,RUU RKUHP YANG DIRANCANG DAN DIJADIKAN UU KUHP MENJADI KEBANGKITAN INDONESIA MAJU #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/zw9bxQtnaf,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
114,2022-12-30 06:16:24,Brotosembilang,Penghinaan presiden pasal 218 uu KUHP #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/aRDrfIIewg,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
115,2022-12-30 06:16:24,Brotosembilang,KUHP BARU HARAPAN DI TENGAH KETIDAKPASTIAN PENEGAKAN HUKUM PIDANA #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/3XuQGliUyH,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
116,2022-12-30 06:16:24,Brotosembilang,Kuhp Baru tidak untuk membungkam demokrasi #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/EOTD5pgHRV,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
117,2022-12-30 06:14:33,GoNewsdotco,"Dibuang di UU Pers, Dipunggut ke Dalam KUHP  https://t.co/xNGq8OPEV5",[]
118,2022-12-30 06:10:17,langkatodaycom,"Dibuang di UU Pers, Dipunggut ke dalam KUHP  https://t.co/cs0uYxpfpA",[]
119,2022-12-30 06:10:02,RepelitaO,"Dibuang di UU Pers, Dipunggut ke Dalam KUHP  https://t.co/XYqIwgVrfu",[]
120,2022-12-30 06:09:19,aji1996muhlis,Pengesahan KUHP merupakan langkah besar bangsa Indonesia #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/knyPQk0SSH,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
121,2022-12-30 06:09:18,aji1996muhlis,"mantap KUHP untuk kemajuan indonesia, RKUHP untuk keadilan #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/VPCEqjVQNl","['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
122,2022-12-30 06:09:18,aji1996muhlis,KUHP dukung nilai Pancasila #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/8w8AIHRe6u,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
123,2022-12-30 06:09:15,aji1996muhlis,Dukung pengesahan KUHP #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/hmYqcDA0O9,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
124,2022-12-30 06:09:14,aji1996muhlis,"Lanjutkan RKUHP.. mantap KUHP untuk kemajuan indonesia, RKUHP untuk keadilan #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/TITg6Lq70a","['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
125,2022-12-30 06:09:11,aji1996muhlis,Pengesahan KUHP merupakan wujud manifestasi reformasi hukum #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/mXs3BxDp2I,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
126,2022-12-30 06:09:11,aji1996muhlis,KUHP merupakan dasar hukum moderan milik Indonesia #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/WjmgVZFARq,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
127,2022-12-30 06:09:11,aji1996muhlis,KUHP membawa kabaikan Indonesia #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/DwWgstBV8D,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
128,2022-12-30 06:09:11,aji1996muhlis,Pengesahan KUHP merupakan wujud manifestasi reformasi hukum terutama dalam hal penataan regulasi hukum pidana. #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/Zzgdv7mft2,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
129,2022-12-30 06:09:10,aji1996muhlis,KUHP merupakan dasar hukum modern milik Indonesia yang tidak dapat diintervensi oleh negara manapun #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/fbLWnp7Nj0,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
130,2022-12-30 06:09:08,SitiSusan6,UU KUHP bagus untuk investasi di Indonesia #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/ObrUC4KxDy,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
131,2022-12-30 06:09:01,ultra_petitaa,"@azryrdty Btw, ini karna kita sering bahas kuhp yg baru, omnibus law dan isu politik lainnya guys",[]
132,2022-12-30 06:08:24,SitiSusan6,UU KUHP demi kemajuan bangsa #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/PdiNW0Db3g,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
133,2022-12-30 06:07:03,SitiSusan6,Pemerintah berupaya agar implementasi pasal di KUHP baru tak jadi sarana penindasan atau alat represif #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/Up1o5fxfEs,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
134,2022-12-30 06:06:08,SitiSusan6,Masyarakat jangan mudah percaya atas hoaks terkait UU KUHP #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/wXLx24Mlrv,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
135,2022-12-30 06:05:34,azzurama,"this might be wrong to say,  tapi berarti cerita viral soal pasangan yang berhubungan sama mertua sendiri  bisa dipidana pake UU KUHP dong?😶",[]
136,2022-12-30 06:05:29,Balungankeere,KUHP untuk masyarakat #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/Ja0I4CTpQU,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
137,2022-12-30 06:05:29,Balungankeere,Pengesahan RUU KUHP Tonggak Baru Kemajuan Indonesia #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/zMJ5frfCui,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
138,2022-12-30 06:05:28,Balungankeere,Dukung Pengesahan KUHP #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/Iwxnwjjms9,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
139,2022-12-30 06:05:23,Balungankeere,Revisi KUHP lebih baik. #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/bAoYSFs1yg,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
140,2022-12-30 06:05:22,Balungankeere,Pengesahan KUHP terbaru demi wujdukan manifestasi reformasi hukum! KAMI HADIR MENDUKUNG #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/ivPIsVoCD6,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
141,2022-12-30 06:05:19,Balungankeere,Dukung Pengesahan KUHP #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/2p6nzZm2cj,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
142,2022-12-30 06:05:17,Balungankeere,Dukung Pengesahan KUHP #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/n2X6H1gIgt,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
143,2022-12-30 06:05:15,Balungankeere,Dukung Pengesahan KUHP #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/UUNNiSVQ5R,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
144,2022-12-30 06:05:12,SitiSusan6,KUHP buatan anak bangsa demi kemajuan bangsa #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/ukguc21zxm,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
145,2022-12-30 06:05:11,Balungankeere,Pengesahan RUU KUHP tonggak baru kemajuan Indonesia #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/IP3ItjKqtl,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
146,2022-12-30 06:05:05,Balungankeere,Revisi KUHP dilakukan tidak mudah #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/xe1uDFWMJJ,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
147,2022-12-30 06:04:01,SitiSusan6,KUHP baru harapan ditengah ketidakpastian penegakan hukum pidana #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/zuPaixL6pH,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
148,2022-12-30 06:02:33,Soerbejeh,Pengesahan Revisi KUHP Bukti Nyata Standar Ganda Demokrasi  https://t.co/sQyDwB0sfv,[]
149,2022-12-30 06:02:01,SitiSusan6,KUHP baru tidak untuk membungkam demokrasi #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/1orCozphh7,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
150,2022-12-30 06:01:15,Elantowijaya,KUHP merupakan wujud manifestasi reformasi hukum #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/v6bqZdJAQV,"['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
151,2022-12-30 06:01:15,Elantowijaya,"Mari kita pelajari dulu ya, KUHP untuk keadilan  #DukungPengesahanKUHP #KUHPKemajuanIndonesia #LangkahBesarBangsaUntukKUHP #KUHPReformasiHukum  https://t.co/R2nt0KbDsb","['dukungpengesahankuhp', 'kuhpkemajuanindonesia', 'langkahbesarbangsauntukkuhp', 'kuhpreformasihukum']"
